tweet_id,created_at,text,author_id,conversation_id,in_reply_to_user_id,lang,possibly_sensitive,source,like_count,retweet_count,reply_count,quote_count,username,user_name,user_created_at,user_protected,user_verified,media_type,media_url,media_duration_ms,media_width,media_height,place_name,place_country,place_latitude,place_longitude,poll_duration_minutes,poll_end_time,poll_status,poll_options
1900453192971800621,2025-03-14 07:45:24+00:00,"ඔන්න දැන් කැම්පස් එකේ Last Year එකේ Compiler Design , Processor Design ඉගෙන ගත්ත එකේ වැදගත්කම වැටහීගෙන එනවා 🥰 . ඒ දවස්වල පට්ට කම්මැලිකමේ Compiler Design ඉගෙන ගත්තේ 😒 !!! https://t.co/joyZ63JmuZ",212784092,1900453192971800621,,si,,,0,0,0,0,kaviranga,Duminda Kaviranga Gunawardhana,2010-11-07 01:45:28+00:00,False,False,,,,,,,,,,,,,
1900357801458712698,2025-03-14 01:26:21+00:00,"RT @RedHat: Not every #AI project needs a huge LLM. #CompilerPodcast considers some influences for AI model design: its size, its features,…",1175786729418235904,1900357801458712698,,en,,,0,6,0,0,venehindustrial,venehindustrial,2019-09-22 14:59:55+00:00,False,False,,,,,,,,,,,,,
1900312555945341382,2025-03-13 22:26:34+00:00,"RT @RedHat: Not every #AI project needs a huge LLM. #CompilerPodcast considers some influences for AI model design: its size, its features,…",630513801,1900312555945341382,,en,,,0,6,0,0,venehsoftw,venehsoftw ♦️,2012-07-08 18:48:24+00:00,False,False,,,,,,,,,,,,,
1900257190793142627,2025-03-13 18:46:34+00:00,"@AndrewYNg earlier, there was a clear distinction; application developers; system programmers

system engineer develops operating systems, compiler, utilities; application developers more on domain driven design

now, everyone needs to take the challenge of leetcode; once you go low level",1840844040851636228,1900219116822102116,216939636.0,en,,,1,0,0,0,onthegoAI,Bala Sankar,2024-09-30 20:00:11+00:00,False,False,,,,,,,,,,,,,
1900237028534473077,2025-03-13 17:26:26+00:00,"RT @RedHat: Not every #AI project needs a huge LLM. #CompilerPodcast considers some influences for AI model design: its size, its features,…",1623319253184126979,1900237028534473077,,en,,,0,6,0,0,SudoTux,tux,2023-02-08 13:54:27+00:00,False,False,,,,,,,,,,,,,
1900234400794550320,2025-03-13 17:16:00+00:00,"RT @RedHat: Not every #AI project needs a huge LLM. #CompilerPodcast considers some influences for AI model design: its size, its features,…",92359604,1900234400794550320,,en,,,0,6,0,0,eliobastias,Elio Bastias,2009-11-24 20:38:22+00:00,False,False,,,,,,,,,,,,,
1900223303048192090,2025-03-13 16:31:54+00:00,"You don't need to study recursion, or algorithms, or data structures, or compiler design, or... to do 99% of the applications that people want to build. 

If there's a semantic gap in your ability to describe your solution to the agentic builder, it'll ask you to clarify.",57413,1900222032106971289,57413.0,en,,,1,0,0,0,jeffrschneider,Jeff Schneider,2006-12-11 14:21:05+00:00,False,False,,,,,,,,,,,,,
1900207828079698196,2025-03-13 15:30:25+00:00,@ycocerious Thats called bootstrapping in compiler design,1120274003833368576,1900108705993032021,1.499574455223292e+18,en,,,0,0,0,0,piyushshuklajii,Piyush Shukla,2019-04-22 10:31:50+00:00,False,False,,,,,,,,,,,,,
1900198751391691084,2025-03-13 14:54:20+00:00,"RT @RedHat: Not every #AI project needs a huge LLM. #CompilerPodcast considers some influences for AI model design: its size, its features,…",7281192,1900198751391691084,,en,,,0,6,0,0,trblnyx,'Aztec Eagle' Turbo,2007-07-06 02:35:27+00:00,False,False,,,,,,,,,,,,,
1900198227036487684,2025-03-13 14:52:15+00:00,"RT @RedHat: Not every #AI project needs a huge LLM. #CompilerPodcast considers some influences for AI model design: its size, its features,…",29094760,1900198227036487684,,en,,,0,6,0,0,DeepCortex,OpCode,2009-04-05 23:37:46+00:00,False,False,,,,,,,,,,,,,
1900456011070144647,2025-03-14 07:56:36+00:00,"RT @jayvanbavel: Using Natural Language Processing in Behavioral Science 

We put together a ""How-To-Guide"" and offer a short summary in ou…",1525083713272532992,1900456011070144647,,en,,,0,14,0,0,Observer650,Observer,2022-05-13 12:01:28+00:00,False,False,,,,,,,,,,,,,
1900455410500333637,2025-03-14 07:54:13+00:00,"Olivia AI simplified crypto interactions with natural language processing. I could manage transactions, track market trends, and automate trading—all in one unified platform. Plus, she analyzes market sentiment, aggregates news, and provides on-chain wallet activity insights https://t.co/l147wKlIZW",1882037519342276608,1900455397632205063,1.8820375193422766e+18,en,,,0,0,1,0,kamdifunds,Kamdi💕,2025-01-22 12:08:16+00:00,False,False,photo,https://pbs.twimg.com/media/Gl_GHo3XoAAAzZ5.jpg,,828.0,1792.0,,,,,,,,
1900453887523557497,2025-03-14 07:48:10+00:00,"@hubdotxyz There are many but i'd love to see @Ilya Sutskever is one of the most influential minds behind modern AI language models, particularly GPT-3, GPT-4, and ChatGPT. 
His work has revolutionized natural language processing (NLP) and brought AI into everyday use through generative AI.",1787788199244247040,1900204417359720548,1.7699415037516718e+18,en,,,0,0,0,0,sanjicocck,ji san,2024-05-07 10:15:15+00:00,False,False,,,,,,,,,,,,,
1900452023440679363,2025-03-14 07:40:45+00:00,"@hubdotxyz I hope to see OpenAI participate in the next Hub Builders Round. They are at the forefront of AI technology and natural language processing, and their involvement could bring more innovative and practical tools to the developer community.",1865732644392300545,1900204417359720548,1.7699415037516718e+18,en,,,0,0,0,0,tiandao148648,"aurora 🧡 (✸,✸)",2024-12-08 12:18:30+00:00,False,False,,,,,,,,,,,,,
1900451265932648741,2025-03-14 07:37:45+00:00,"@hubdotxyz I'd love to see a builder focused on AI-driven creative collaboration tools. It would combine natural language processing with multimedia to support creative teams, streamlining workflows and unlocking new possibilities.",1846848279595962369,1900204417359720548,1.7699415037516718e+18,en,,,0,0,0,0,WakleyShaw84247,Wakley Shawn,2024-10-17 09:38:41+00:00,False,False,,,,,,,,,,,,,
1900451148269502623,2025-03-14 07:37:17+00:00,"RT @zorotechnology: 5/ Natural Language Processing (NLP) 💬

A 2023 study by ACM Digital Library (https://t.co/7q59TM871b) confirmed sentime…",1524306434791514113,1900451148269502623,,en,,,0,2,0,0,1968sollyjat,jatau solomon,2022-05-11 08:33:30+00:00,False,False,,,,,,,,,,,,,
1900446660590817289,2025-03-14 07:19:27+00:00,"RT @jayvanbavel: Using Natural Language Processing in Behavioral Science 

We put together a ""How-To-Guide"" and offer a short summary in ou…",1347210807155818498,1900446660590817289,,en,,,0,14,0,0,DaranWilliam,WILLIAM DARAN(daranwilliam.bsky.social),2021-01-07 15:57:53+00:00,False,False,,,,,,,,,,,,,
1900441395066007581,2025-03-14 06:58:31+00:00,"DeepSeekAP - Artificial #Physicals

Web∞
#HumanRobot to #UniversalHumanRobot
#Nature to #Universe 
🎯""Vasudhaiva Kutumbakam"" | ""वसुधैव कुटुंबकम्""
🏡🗺🌏🌍🌎
#️⃣🤖🗣 Natural Language Processing
---
🌏🏡 #VasudhaivaKutumbakam | #वसधैव_कुटुंबकम् 🌍🌎
🤖🗣 #NaturalLanguageProcessing",193974564,1900441386337567050,193974564.0,et,,,0,0,0,0,iamsdbhosale,Human 😊 Robot 🤖 |✵| 𝕏 |,2010-09-23 03:20:46+00:00,False,False,,,,,,,,,,,,,
1900440917200249056,2025-03-14 06:56:37+00:00,RT @victor_explore: A nice course to learn Natural Language Processing (link in comment) https://t.co/AEQoD0CecM,1242866623746396161,1900440917200249056,,en,,,0,2,0,0,Kutaygokturk1,Kutay.gokturk,2020-03-25 17:31:15+00:00,False,False,photo,https://pbs.twimg.com/media/Gl-O1IRbYAAi2V-.jpg,,1519.0,854.0,,,,,,,,
1900439594132529615,2025-03-14 06:51:22+00:00,"Unlocking AI Potential with TensorFlow 🚀

Discover the power of TensorFlow, a popular open-source machine learning library for building and training AI models. From image recognition to natural language processing, TensorFlow provides a wide range of tools and resources for… https://t.co/kH2wYomyrq https://t.co/M8Hzoi5mq3",1879983375995305984,1900439594132529615,,en,,,1,0,1,0,Ava_AITECH,AvaChat,2025-01-16 20:05:51+00:00,False,False,photo,https://pbs.twimg.com/media/Gl-3vRmWUAAhzZD.jpg,,1024.0,640.0,,,,,,,,
1900461270169448735,2025-03-14 08:17:30+00:00,"@CryptoTherm @Jukanlosreve ""MX"" likely refers to Samsung's Mobile eXperience division, which handles Galaxy products. Reports suggest MX might take over the Exynos chip design team from System LSI to improve performance after TSMC rejected producing Exynos chips in Jan 2025. This shift aims to optimize… https://t.co/MN1Izp4dIq",1720665183188922368,1900458836932387015,1.3324148143421112e+18,en,,,0,0,0,0,grok,Grok,2023-11-04 04:52:34+00:00,False,True,,,,,,,,,,,,,
1900460182993285219,2025-03-14 08:13:11+00:00,"Faire du design system avec Flutter c'est vraiment cool 🥰

#flutterdev https://t.co/z1QSUU77eR",911223945541685248,1900460182993285219,,fr,,,0,0,0,0,bynicodevelop,Nico Develop,2017-09-22 13:41:33+00:00,False,False,video,,13155.0,1274.0,1080.0,,,,,,,,
1900460162848350541,2025-03-14 08:13:06+00:00,RT @chameleon_jeff: There's been a lot of discussion on Hyperliquid's margin design. I’ll address some flaws in the common arguments and ex…,975226061318373376,1900460162848350541,,en,,,0,442,0,0,wms90123,Brian,2018-03-18 04:23:06+00:00,False,False,,,,,,,,,,,,,
1900460103305777225,2025-03-14 08:12:52+00:00,"RT @DaelVH: i wanna start a series where I build a newsletter system from start to finish.

i’m talking set up, content, referrals, growth…",1593905879702806529,1900460103305777225,,en,,,0,1,0,0,DaelVH,Dael,2022-11-19 09:56:06+00:00,False,False,,,,,,,,,,,,,
1900459963920572913,2025-03-14 08:12:18+00:00,Faire du design system avec Flutter c'est vraiment cool 🥰 https://t.co/74xBbUeqyU,911223945541685248,1900459963920572913,,fr,,,0,0,0,0,bynicodevelop,Nico Develop,2017-09-22 13:41:33+00:00,False,False,video,,13155.0,1274.0,1080.0,,,,,,,,
1900459849395122545,2025-03-14 08:11:51+00:00,"RT @addyosmani: Coding with AI? LLMs help with the first 70% of grunt work, but human skills remain critical for that last 30%: system desi…",388518337,1900459849395122545,,en,,,0,5,0,0,gathea69,Thierry P. Gaillard,2011-10-10 21:47:28+00:00,False,False,,,,,,,,,,,,,
1900459474554384692,2025-03-14 08:10:22+00:00,"RT @luucaspole: hoje me deparei c uma pergunta besta. mas mostrou quao pouco eu ando estudando system design.

Em um sistema Url Shortening…",2313873457,1900459474554384692,,pt,,,0,0,0,0,sseraphini,Sibelius Seraphini,2014-01-27 15:48:48+00:00,False,False,,,,,,,,,,,,,
1900459442434375940,2025-03-14 08:10:14+00:00,"As the fastest-growing stone flooring system in the world, the benefits of Quartz Carpet are clearly defined for both indoor and outdoor applications. 🤩

Read: https://t.co/HlYmj60qYm

#buildinganddecor #building #architecture
#design #floors #construction
#buildingmagazines https://t.co/IYKEjgwMqy",830739782,1900459442434375940,,en,,,0,0,0,0,BuildingDecor,Building and Decor,2012-09-18 10:11:52+00:00,False,False,photo,https://pbs.twimg.com/media/Gl_JyrNXgAAYDqz.jpg,,940.0,788.0,,,,,,,,
1900459281960587511,2025-03-14 08:09:36+00:00,"@zumipro_design 先行販売の希望ありがとうございます！
こちらからご確認ください。

https://t.co/kqsaJNQ1ZN",1451771635472617479,1900459281960587511,1.5145206008483963e+18,ja,,,0,0,0,0,date_tokyo_uni,そら| インスタ『マネタイズ特化』支援,2021-10-23 04:45:14+00:00,False,False,,,,,,,,,,,,,
1900459083582628100,2025-03-14 08:08:49+00:00,Discover how Ansys Twin Builder can help you develop an Equivalent Circuit Model (ECM) and Thermal behavior of a Li-ion cell and how this can be used for whole system verification and validation. https://t.co/WjCsBGBEWB https://t.co/bcAeKCXPyN,2793149363,1900459083582628100,,en,,,0,0,0,0,YuXia14,"Dr. Steven Xia, CEng",2014-09-29 23:46:42+00:00,False,False,photo,https://pbs.twimg.com/media/Gl_JdqRbYAABetH.png,,640.0,360.0,,,,,,,,
1900468334589620479,2025-03-14 08:45:34+00:00,"RT @OpenAI: OpenAI o1 and o3-mini now offer Python-powered data analysis in ChatGPT. 

You can now ask these models to perform tasks like r…",1324755800590614528,1900468334589620479,,en,,,0,695,0,0,TassosDimitriu2,Tassos Dimitriou,2020-11-06 16:49:51+00:00,False,False,,,,,,,,,,,,,
1900468304646754317,2025-03-14 08:45:27+00:00,ported lode's vandevenne's raycaster to pure python/tkinter (a builtin dependency) https://t.co/bPk3lXiGp6,1064634643511537664,1900468304646754317,,en,,,0,0,0,0,legendbelmondo,Goldman Sacks Inc.,2018-11-19 21:40:53+00:00,False,False,video,,11100.0,1920.0,1080.0,,,,,,,,
1900468302809583921,2025-03-14 08:45:27+00:00,"RT @dataduck_: duckdb를 왜 mysql, postgreSQL과 비교를 해서 쓸모가 있다느니 없다느니 논의 하시는지 모르겠네요. duckdb 의 비교 대상은 pandas 입니다. 이름에 DB 가 들어간다고 DB가 아니에요. python…",104677542,1900468302809583921,,ko,,,0,28,0,0,taewooke,Taewook Eom (엄 태욱),2010-01-14 01:58:19+00:00,False,False,,,,,,,,,,,,,
1900468294148120587,2025-03-14 08:45:24+00:00,@kawirabrenda231 Python 🐍🐍,1433820996470034434,1900463257162322361,1.6099656958900838e+18,cy,,,0,0,0,0,Eliakim_Ke,Musiala 🕷️,2021-09-03 15:58:50+00:00,False,False,,,,,,,,,,,,,
1900468246337175688,2025-03-14 08:45:13+00:00,"📌 3ステップでできる！天気を自動取得 🚀

毎朝の天気チェック、自動化しませんか？☀️🌧️
3ステップで 天気 を取得して、降水確率や気温をチェック！

🛠️ ステップ1：Python環境を準備
📜 ステップ2：データを取得するスクリプトを作成
⏳ ステップ3：自動実行

#python #プログラミング #業務効率化 https://t.co/crF16ef9Ok",1793199143932084224,1900468246337175688,,ja,,,1,0,0,0,Goro_bizaid,ごろう | リタイア情シスのふむふむITリハビリめも,2024-05-22 08:37:30+00:00,False,False,photo,https://pbs.twimg.com/media/Gl_PhiRaQAAYD-V.png,,1280.0,1776.0,,,,,,,,
1900468241308278815,2025-03-14 08:45:12+00:00,@GabeLMcPherson1 eat cakes and watch monty python skits.,1737904858655576064,1899813970711658994,1.2280184193347748e+18,en,,,0,0,0,0,nopeslinger,Thomas Muir Audionaut. possibly an Alien hybrid,2023-12-21 18:36:36+00:00,False,False,,,,,,,,,,,,,
1900468209175945449,2025-03-14 08:45:04+00:00,RT @hrfmjp: うおおおお！Excel + Copilot + Python の組み合わせがすごい！これはデータ集計捗るわー！！ #o365jp #m365jp #Excel #Copilot https://t.co/t0Q5y3YiGo,1407980398177447939,1900468209175945449,,ja,,,0,3,0,0,togechiyo,縞とげちよ,2021-06-24 08:34:56+00:00,False,False,photo,https://pbs.twimg.com/media/Gl-lXZ4aEAAocKd.png,,1327.0,973.0,,,,,,,,
1900468186778067337,2025-03-14 08:44:59+00:00,"RT @RealAlexJones: Congressman Tim McBride says Republicans are “weird and bizarre.”

He’s literally a man who pretends to be a woman and w…",1805547079596494848,1900468186778067337,,en,,,0,265,0,0,SamSpiderAdams,Spider,2024-06-25 10:22:40+00:00,False,False,,,,,,,,,,,,,
1900468143707111566,2025-03-14 08:44:49+00:00,"RT @RealAlexJones: Congressman Tim McBride says Republicans are “weird and bizarre.”

He’s literally a man who pretends to be a woman and w…",1520271382751457280,1900468143707111566,,en,,,0,265,0,0,co62073013,Helen Collier,2022-04-30 05:18:59+00:00,False,False,,,,,,,,,,,,,
1900468108063547765,2025-03-14 08:44:40+00:00,"RT @OpenAI: OpenAI o1 and o3-mini now offer Python-powered data analysis in ChatGPT. 

You can now ask these models to perform tasks like r…",1451642373751070722,1900468108063547765,,en,,,0,695,0,0,0001Adss,AdsS,2021-10-22 20:11:44+00:00,False,False,,,,,,,,,,,,,
1900472267928195368,2025-03-14 09:01:12+00:00,"RT @lokii_1220: Huanwang Bigdata Weibo Update 

March 13th Huanwang Big Data Daily Ranking - Prime time all channels live drama ratings:

🥇…",244865476,1900472267928195368,,en,,,0,22,0,0,erichlovers,Lionhearted 🌻🌹🤍,2011-01-30 09:25:07+00:00,False,False,,,,,,,,,,,,,
1900472254019903680,2025-03-14 09:01:09+00:00,"RT @boneGPT: Suchir tried to warn us. 

Now Scam Altman is trying to ban you from using free models while he trains on your stolen data. Ho…",1672963890706272256,1900472254019903680,,en,,,0,27,0,0,BrahminReich,Eurasian President,2023-06-25 13:44:33+00:00,False,False,,,,,,,,,,,,,
1900472246608515290,2025-03-14 09:01:07+00:00,"If 1.5gb Data isn't too small, Kindly Help 🙏🙏Fill out this our Next Big Project Survey form and Submit, Send Screenshot in the Comment Session with your Phone Number and Network asap. Lets Go!!
https://t.co/PpznENvtyO",1516377738571096067,1900472246608515290,,en,,,0,0,0,0,iSellLands01,Young Alhaji 001🏠⭐🏡,2022-04-19 11:27:05+00:00,False,False,,,,,,,,,,,,,
1900472175850578195,2025-03-14 09:00:50+00:00,"🔍 Los datos son el nuevo oro… pero pocos saben cómo extraerlos
Las empresas necesitan expertos en #BigData y #BusinessIntelligence, pero la escasez de profesionales es real.

📈 Si no te formas tú, otro lo hará.

🔗 https://t.co/9qzd5DK2BZ https://t.co/hlZPs6x6PO",751352816762023936,1900472175850578195,,es,,,0,0,0,0,campusbigdata,Big Data Campus,2016-07-08 09:50:45+00:00,False,False,photo,https://pbs.twimg.com/media/Gl_VX0CXsAAmedM.jpg,,1920.0,1080.0,,,,,,,,
1900471982782627902,2025-03-14 09:00:04+00:00,"@StephLunch @BrendaBlethyn @AnnCleeves @David_J_Leon @rileyj_s Vera fans, meet PublicAI! 🤝 We're the Web3 workforce powering your favorite shows' AI data. Imagine the drama if Brenda, Ann, David, and Riley were our contributors! 😂 @PublicAIData  is the platform for your next big project. #PublicAI",1264112322194309122,1900450445056778464,95906698.0,en,,,0,0,0,0,DemaineJordaan1,Demaine Jordaan,2020-05-23 08:34:18+00:00,False,False,,,,,,,,,,,,,
1900471977397129307,2025-03-14 09:00:03+00:00,Researching on diabetes prevalence in Zimbabwe reaffirmed one of the big problems we face in Africa i.e data collection. It's common to come across multiple numbers floating around for the same metric (as seen in the image). I wonder how other countries are solving this #dailyviz https://t.co/7Y5wLu98Zx,1388031130016829441,1900471977397129307,,en,,,0,0,0,0,mudzingwafari,Farai D.Mudzingwa,2021-04-30 07:23:44+00:00,False,False,photo,https://pbs.twimg.com/media/Gl_RJ5oXgAAi1sK.jpg,,800.0,1000.0,,,,,,,,
1900471972905283900,2025-03-14 09:00:02+00:00,"@OfficialApeXdex Harnessing the power of the crowd, @PublicAIData is brewing up a storm of AI data magic! 🧙‍♂️ PublicAI's decentralized workforce is the calm before the big reveal - can't wait to see what they cook up next! 🔮",788404258332811265,1900441773291544583,1.4684685912345231e+18,en,,,0,0,0,0,SamirKharel10,Samir Kharel Meshchain.Ai |Voltix.ai 👾,2016-10-18 15:39:57+00:00,False,False,,,,,,,,,,,,,
1900471972292616616,2025-03-14 09:00:01+00:00,@ChelseaFC Genesis' debut is a real game changer!  Just like how PublicAI is changing the AI data game.  Big congrats! 👊 #CFC #UECL,1877332692062367744,1900468224937927009,22910295.0,en,,,0,0,0,0,wrldcurrency,"WRLD CURRENCY (Ø,G)",2025-01-09 12:33:01+00:00,False,False,,,,,,,,,,,,,
1900471938125885856,2025-03-14 08:59:53+00:00,@hubdotxyz @AbstractChain Live streaming + Web3?  Sounds like a recipe for some *interesting* content.  Will it be the next big thing?  Only time (and maybe some quality training data from PublicAI) will tell. 😉 @AbstractChain,1543790625388400641,1890816892853428417,1.7699415037516718e+18,en,,,0,0,0,0,Bri_potestad,GalawangBrian .T.v $SPICE ၊||၊ DeSpeed ၊||၊ 🧙,2022-07-04 02:55:56+00:00,False,False,,,,,,,,,,,,,
1900471903971930506,2025-03-14 08:59:45+00:00,@SoSoValueCrypto 🤖 Looks like the crypto ETF rollercoaster is in full swing! 🎢 @PublicAIData has the data to keep you ahead of the curve. PublicAI's experts are here to power your next big AI move! 🚀,1828285687562420224,1899834592271778216,1.51530779967241e+18,en,,,0,0,0,0,supercosmic0,GAMING KINGSDEVIL ⛺Reddio,2024-08-27 04:17:43+00:00,False,False,,,,,,,,,,,,,
